PDB,seqid,classification,PID,label,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,GNN-DOVE,dMaSIF,DeepRank-GNN,PIsToN
T50_212,98.8,incorrect,T50,0,-432.7072,-721.741,-44.472,-97.044,33.569,-1.7637,-320.9,6.141884,0.0951,1.993350148,0.006449476,-1.894884944
T50_213,98.8,"clashes,incorrect",T50,0,-410.1953,574.105,395.676,-118.325,41.052,-1.5229,-403.06,6.83796,0.0956,2.2221632,-0.599543512,-1.896467209
T50_214,98.8,incorrect,T50,0,-552.8795,-1063.12,-55.244,-138.147,49.759,-2.1998,-388.71,7.15555,0.0932,1.170159936,-0.009758552,-1.916852593
T50_215,98.8,"clashes,incorrect",T50,0,-347.1929,-99.7172,21.855,-93.457,28.826,-1.6492,-320.9,5.729354,0.0974,2.21365881,-0.589485168,-1.898519039
T50_216,98.8,incorrect,T50,0,-415.6103,-240.331,36.278,-91.88,27.068,-1.7686,-332.19,6.164348,0.0709,1.984489918,-0.471745908,-1.911096215
T50_217,98.8,"clashes,incorrect",T50,0,-371.0919,-529.11,31.48,-107.653,33.007,-1.7024,-323.68,6.234391,0.0951,2.216905832,-0.629934371,-1.892715454
T50_218,98.8,incorrect,T50,0,-412.2836,-478.156,-0.725,-96.202,34.436,-1.7083,-355.28,6.460578,0.0951,2.217995405,-0.796620131,-1.923461676
T50_219,98.8,incorrect,T50,0,-397.3335,-691.194,-45.796,-103.912,34.849,-1.7061,-314.99,5.913037,0.0974,2.369965315,0.006085902,-1.912143588
T50_22,98.8,incorrect,T50,0,-380.2075,-659.323,-44.693,-100.667,43.047,-1.6763,-326.03,5.895985,0.0974,2.225495338,-0.628828824,-1.900634527
T50_220,98.8,incorrect,T50,0,-427.7719,-629.672,16.943,-115.623,60.206,-1.9637,-365.54,6.310628,0.0956,2.234701633,-0.593628109,-1.888954878
T50_221,98.8,incorrect,T50,0,-524.527,-1032.24,-55.078,-128.528,46.75,-1.8766,-379.35,6.824963,0.0955,1.510317326,0.016748095,-1.904416561
T50_222,98.8,incorrect,T50,0,-423.0063,-535.015,29.095,-94.306,34.306,-1.6681,-359.94,6.22464,0.0946,2.227445841,-0.533036172,-1.843432784
T50_223,98.8,incorrect,T50,0,-538.5967,-1066.08,-57.701,-126.536,50.114,-1.8044,-400.74,7.19769,0.1023,1.127569199,0.00447983,-1.899297595
T50_224,98.8,acceptable,T50,1,-412.1702,-460.118,6.586,-119.781,33.108,-1.7608,-355.67,6.452012,0.0948,2.188651085,0.547674537,-1.894757032
T50_225,98.8,incorrect,T50,0,-543.4403,-1052.53,-56.429,-145.116,53.111,-1.8819,-366.07,7.138554,0.09,1.42803216,0.008020255,-1.909523845
T50_226,98.8,incorrect,T50,0,-402.901,-541.511,39.602,-114.086,40.21,-1.7407,-341.74,6.255834,0.0943,2.220361948,-0.559241056,-1.898841739
T50_227,98.8,"clashes,incorrect",T50,0,-399.1692,1454.32,726.052,-95.606,43.145,-1.2607,-451.05,6.38782,0.0956,2.114409447,-0.532877207,-1.873533368
T50_228,98.8,incorrect,T50,0,-323.6638,-744.403,-35.073,-126.148,40.925,-1.3097,-258.98,4.791944,0.1495,0.982298315,-0.013222883,-1.915808916
T50_229,98.8,acceptable,T50,1,-369.7514,-574.397,-24.906,-98.591,30.346,-1.6233,-314.91,6.082429,0.0951,2.226069689,0.665113986,-1.884433031
T50_23,98.8,incorrect,T50,0,-354.5867,-689.944,-46.078,-96.273,37.924,-1.8177,-284.59,5.860099,0.1112,2.262224674,-0.736713827,-1.900635958
T50_230,98.8,incorrect,T50,0,-455.1777,-922.713,-50.759,-109.526,58.826,-1.8851,-369.23,6.617602,0.0948,2.065574646,0.008522077,-1.900706172
T50_231,98.8,incorrect,T50,0,-383.9684,-670.583,-34.894,-98.035,20.801,-1.5602,-314.17,5.648213,0.0929,2.223948479,-0.56058085,-1.913523793
T50_232,98.8,"clashes,incorrect",T50,0,-423.7938,1083.94,317.615,-88.348,32.44,-1.6567,-316.56,5.863675,0.089,1.434874535,0.022277351,-1.919299722
T50_233,98.8,acceptable,T50,1,-370.8571,-684.601,-23.704,-107.972,31.727,-1.857,-322.27,6.270376,0.096,2.220743656,0.527748585,-1.877503157
T50_234,98.8,incorrect,T50,0,-396.7273,-724.922,-47.008,-97.928,36.606,-1.7873,-328.3,6.108586,0.0951,2.213487625,-0.569874287,-1.906749964
T50_235,98.8,incorrect,T50,0,-406.544,-621.714,-23.018,-103.485,35.386,-1.7169,-316.26,6.105722,0.0974,1.860659957,0.013697254,-1.888580322
T50_236,98.8,incorrect,T50,0,-553.0127,-1062.98,-57.569,-136.297,48.525,-2.0187,-407.4,7.299784,0.0949,1.013374567,0.005228163,-1.911522269
T50_237,98.8,incorrect,T50,0,-423.3391,-223.98,37.796,-92.99,46.171,-1.765,-344.28,6.37813,0.0722,1.981977224,-0.44377616,-1.901669502
T50_238,98.8,incorrect,T50,0,-426.0079,-868.94,-43.986,-96.36,68.236,-1.3794,-285.41,6.007642,0.0912,2.094705105,0.012262956,-1.874144435
T50_239,98.8,"clashes,incorrect",T50,0,-394.1868,1118.11,360.437,-96.604,41.856,-1.5902,-349.78,5.66319,0.0956,2.208467245,-0.608280718,-1.876574755
T50_24,98.8,incorrect,T50,0,-49.4651,-662.495,-4.172,-79.222,15.182,-0.7904,-327.04,4.95091,0.1865,0.616596043,0.001296766,-1.901829243
T50_240,98.8,incorrect,T50,0,-397.6629,-842.918,-35.508,-101.473,65.6,-1.7489,-318.95,6.164414,0.0925,2.062547684,0.010577677,-1.904935837
T50_241,98.8,"clashes,incorrect",T50,0,-384.9432,640.251,232.61,-108.149,30.393,-1.6395,-316.4,5.7964,0.082,2.223412275,-0.647612929,-1.88746047
T50_242,98.8,acceptable,T50,1,-388.9316,-588.301,51.063,-111.104,55.14,-2.0123,-341.45,6.63174,0.1106,2.263384581,0.764012039,-1.889841676
T50_243,98.8,incorrect,T50,0,-396.4504,-894.642,-47.751,-94.94,60.851,-1.9768,-358.86,6.374702,0.0758,2.09087038,0.018530831,-1.892796993
T50_244,98.8,acceptable,T50,1,3058273.108,-210.852,185.056,-121.84,51.174,-1.96,-382.04,6.881115,0.0956,2.203941822,0.776100099,-1.9123348
T50_245,98.8,"clashes,incorrect",T50,0,-394.3382,2853.44,736.447,-115.07,46.66,-2.07,-390.94,5.538626,0.0956,2.225178003,-0.676528335,-1.88707459
T50_246,98.8,incorrect,T50,0,-359.9524,-701.021,-43.359,-101.382,41.814,-1.7877,-290.65,6.087979,0.1114,2.260204554,-0.6971187,-1.907108307
T50_247,98.8,incorrect,T50,0,-530.9091,-1040.8,-55.58,-132.126,48.787,-1.8742,-417.39,7.116831,0.0917,1.124316812,-0.01807012,-1.913567066
T50_248,98.8,incorrect,T50,0,-408.738,-314.508,33.722,-91.436,34.612,-1.7471,-340.56,6.137572,0.0704,1.982607722,-0.518725336,-1.921604395
T50_249,98.8,incorrect,T50,0,-430.8042,-213.79,36.249,-94.814,39.163,-1.7592,-358.19,6.276855,0.0723,1.987199903,-0.521089733,-1.892395616
T50_25,98.8,incorrect,T50,0,-397.0894,-568.657,-24.956,-114.443,26.31,-1.8591,-331.68,6.024478,0.0972,2.204973698,-0.516031265,-1.88711381
T50_250,98.8,"clashes,incorrect",T50,0,-379.9135,2619.56,709.153,-93.325,16.269,-1.4239,-409.57,5.402097,0.0942,2.219838381,-0.738572478,-1.90227139
T50_251,98.8,incorrect,T50,0,-392.9514,-703.781,-47.444,-109.453,22.346,-1.7534,-326.99,5.892455,0.0975,2.201611996,-0.600097954,-1.900218606
T50_252,98.8,incorrect,T50,0,-502.2649,-839.307,-48.681,-117.771,46.51,-1.888,-341.08,6.389039,0.1083,1.47300601,0.038964253,-1.915248752
T50_253,98.8,incorrect,T50,0,-387.7689,-679.148,-45.936,-100.194,23.193,-1.7269,-321.51,5.916116,0.0975,2.175589561,-0.573288262,-1.886057854
T50_254,98.8,incorrect,T50,0,-472.2069,-395.235,100.558,-96.141,30.723,-1.8302,-366.56,6.79971,0.094,1.42455864,0.009057499,-1.882588029
T50_255,98.8,"clashes,incorrect",T50,0,-388.1007,894.136,359.717,-86.572,33.884,-1.6279,-354.37,5.893479,0.0956,2.220574379,-0.730864167,-1.882585883
T50_256,98.8,incorrect,T50,0,-388.5848,-691.078,-40.22,-100.523,25.341,-1.6935,-326.14,5.906804,0.0974,2.18726635,-0.644494116,-1.893743157
T50_257,98.8,medium,T50,1,-388.9501,-331.25,104.145,-116.726,36.153,-1.8172,-352.78,6.488487,0.0943,2.219946861,0.56161803,-1.879958987
T50_258,98.8,"clashes,incorrect",T50,0,-399.6898,2011.17,705.258,-83.081,57.937,-1.3985,-419.14,5.924224,0.1006,2.2075243,-0.866504431,-1.864453077
T50_259,98.8,incorrect,T50,0,-464.1468,-303.131,68.493,-97.738,29.221,-1.4677,-335.51,6.110309,0.0866,1.450148702,0.083123051,-1.889662504
T50_26,98.8,incorrect,T50,0,-422.2526,111.226,201.272,-127.174,48.517,-1.8095,-365.1,6.809451,0.1106,2.228134632,-0.632101774,1.93062067
T50_260,98.8,incorrect,T50,0,-527.9021,-1014.6,-53.419,-131.273,46.615,-1.6698,-377.43,6.854907,0.0942,1.25790143,0.01376771,-1.921247959
T50_261,98.8,incorrect,T50,0,-430.012,-381.17,98.034,-105.42,45.44,-1.7051,-356.03,6.382939,0.0837,2.222577333,-0.677377999,-1.915916085
T50_262,98.8,incorrect,T50,0,-319.8991,-655.645,-31.244,-105.114,44.595,-1.1372,-218.53,4.644787,0.1712,1.475180268,0.004452398,-1.915174603
T50_263,98.8,incorrect,T50,0,-345.223,-663.602,-36.783,-84.184,36.949,-1.7301,-269.85,5.775658,0.1114,2.226128101,-0.667022169,-1.901608586
T50_264,98.8,medium,T50,1,-439.2914,-929.475,-49.132,-107.059,50.04,-1.9076,-344.07,6.610501,0.0922,2.08063364,0.008583822,-1.881991386
T50_265,98.8,incorrect,T50,0,-404.8087,-503.201,-43.89,-93.284,19.52,-1.5446,-306.62,5.869456,0.0955,1.80192554,0.004599662,-1.919484377
T50_266,98.8,incorrect,T50,0,-484.5702,-362.159,35.034,-111.852,38.404,-1.7674,-380.66,6.67998,0.0706,1.102504253,-0.295952678,-1.92271173
T50_267,98.8,incorrect,T50,0,-448.6147,-916.15,-49.065,-114.874,70.575,-1.6808,-359.76,6.396923,0.0949,2.03125453,0.010004973,-1.861858964
T50_268,98.8,incorrect,T50,0,-425.3266,-123.403,270.182,-122.315,40.678,-2.1863,-441.16,6.723527,0.0956,2.167551756,-0.523936212,-1.899334788
T50_269,98.8,incorrect,T50,0,-384.0292,-686.978,-46.243,-97.014,22.201,-1.7779,-311.18,5.847612,0.0975,2.192909002,-0.556640863,-1.894434571
T50_27,98.8,incorrect,T50,0,-413.3742,-675.588,2.681,-110.688,43.549,-1.8581,-359.75,6.401223,0.0951,2.22217989,-0.78088975,-1.88938272
T50_270,98.8,incorrect,T50,0,-560.8167,-1102.94,-58.067,-136.935,47.063,-2.0526,-385.91,7.243337,0.0944,0.944293618,0.006482904,-1.913854957
T50_271,98.8,incorrect,T50,0,-396.321,-705.555,6.868,-114.889,39.559,-1.6372,-338.74,6.376372,0.0951,2.202630758,-0.631133199,-1.87912035
T50_272,98.8,acceptable,T50,1,-444.8542,-921.783,-49.263,-106.451,57.261,-2.0049,-365.31,6.668805,0.0918,2.101165295,0.011717397,-1.858504772
T50_273,98.8,incorrect,T50,0,-558.4096,-1073.09,-56.287,-142.449,47.862,-1.6361,-393.22,7.246783,0.0915,1.255344272,0.004978723,-1.894836545
T50_274,98.8,incorrect,T50,0,-385.0087,501.776,217.281,-107.63,37.809,-1.5907,-331.01,6.043327,0.1106,2.230940819,-0.671816468,-1.906973243
T50_275,98.8,"clashes,incorrect",T50,0,-374.2568,225.941,269.635,-99.793,29.269,-1.9124,-379.61,6.41741,0.0871,2.222851753,-0.689586759,-1.879413724
T50_276,98.8,incorrect,T50,0,-360.9446,-691.911,-43.825,-100.705,46.805,-1.7984,-290.34,5.875226,0.1112,2.259295464,-0.748976409,-1.900998354
T50_277,98.8,incorrect,T50,0,-414.757,-246.226,36.382,-90.961,33.622,-1.7298,-338.41,6.094636,0.0719,1.928334355,-0.502826452,-1.905071139
T50_278,98.8,incorrect,T50,0,-541.5283,-1041.85,-55.298,-138.873,49.103,-1.7905,-393.38,7.293787,0.0913,1.140445352,0.005512283,-1.914477706
T50_279,98.8,acceptable,T50,1,-431.266,-946.323,-49.057,-102.161,57.174,-1.9051,-367.35,6.778592,0.0921,2.04736948,0.008409566,-1.889241815
T50_28,98.8,incorrect,T50,0,-431.7241,-306.947,36.607,-95.649,34.904,-1.8,-340.42,6.271853,0.0698,2.07646656,-0.435416073,-1.896555305
T50_280,98.8,"clashes,incorrect",T50,0,-418.8734,162.211,345.154,-120.969,39.172,-1.9394,-417.03,6.759668,0.0956,2.169973135,-0.519569993,-1.921370745
T50_281,98.8,incorrect,T50,0,-376.9566,-622.266,-16.404,-101.856,31.145,-1.7995,-340.07,5.976424,0.0974,2.190986633,-0.534648657,-1.901498199
T50_282,98.8,incorrect,T50,0,-539.3142,-952.105,-53.492,-130.137,43.63,-1.802,-377.59,6.72531,0.0943,1.252041221,0.06727317,-1.914346933
T50_283,98.8,incorrect,T50,0,-392.4705,-669.442,-6.394,-120.028,47.502,-1.9089,-354.54,6.306389,0.0966,2.221380711,-0.531979501,-1.900403976
T50_284,98.8,"clashes,incorrect",T50,0,-396.9145,101.467,258.596,-95.371,30.998,-1.9577,-384.81,6.546354,0.0956,2.164236784,-0.69549197,-0.962721944
T50_285,98.8,"clashes,incorrect",T50,0,-420.1148,1073.03,385.198,-116.102,35.694,-1.7783,-393.7,6.238463,0.0956,2.208730698,-0.66838944,-1.909651756
T50_286,98.8,"clashes,incorrect",T50,0,-428.5964,-99.1725,270.524,-119.884,40.019,-2.1205,-456.23,6.675952,0.0956,2.169714212,-0.564034879,-1.896586418
T50_287,98.8,"clashes,incorrect",T50,0,-413.3128,876.511,459.585,-120.968,45.406,-1.7669,-425.05,6.584242,0.0956,2.220325232,-0.501519024,1.760971189
T50_288,98.8,incorrect,T50,0,-416.315,-261.165,37.731,-92.793,42.07,-1.7796,-341.25,6.38039,0.0692,2.12184,-0.499123871,-1.851369143
T50_289,98.8,incorrect,T50,0,-420.9573,335.5,307.662,-121.868,39.407,-1.9451,-431.89,6.492043,0.0956,2.170345545,-0.581562281,-1.912197828
T50_29,98.8,incorrect,T50,0,-387.0744,-626.961,1.827,-117.128,38.275,-1.6088,-310.46,6.086894,0.0966,2.243625641,-0.53063637,-1.909469128
T50_290,98.8,incorrect,T50,0,-381.3489,-24.416,142.023,-97.18,31.091,-1.7045,-310.93,5.855738,0.1106,2.225696564,-0.776385069,-1.891910434
T50_291,98.8,incorrect,T50,0,-383.1308,-697.668,-45.866,-108.65,30.793,-1.7349,-314.94,6.078291,0.0975,2.20433569,-0.571493387,-1.889784455
T50_292,98.8,incorrect,T50,0,-572.7167,-1076.06,-59.9,-146.356,50.625,-1.7375,-420.26,7.195362,0.093,1.260842919,-0.014425817,-1.902737379
T50_293,98.8,acceptable,T50,1,-437.2762,-735.723,-47.709,-102.007,44.2,-1.8197,-300.01,5.947417,0.1107,2.005225182,0.003881201,-1.913113356
T50_294,98.8,incorrect,T50,0,-408.2295,-746.7,-47.4,-105.88,32.526,-1.7994,-320.15,6.240031,0.0958,2.204316616,-0.676348388,-1.908140063
T50_295,98.8,incorrect,T50,0,-514.3132,-988.77,-55.538,-118.082,53.422,-1.6915,-374.5,6.534001,0.0983,1.452152252,-0.008368577,-1.914970517
T50_296,98.8,incorrect,T50,0,-387.1951,-717.132,-46.096,-109.796,34.904,-1.7157,-314.43,6.16874,0.0967,2.155942202,-0.602554202,-1.909544706
T50_297,98.8,"clashes,incorrect",T50,0,-367.4662,235.451,320.803,-101.479,56.643,-1.7441,-386.02,6.553241,0.1106,2.214758396,-0.702694058,-1.87876761
T50_298,98.8,incorrect,T50,0,-412.0616,-271.994,33.498,-91.879,36.525,-1.6986,-340.81,6.124501,0.0702,2.204125166,-0.554353058,0.460196137
T50_299,98.8,incorrect,T50,0,-495.9905,-374.769,31.124,-121.506,39.442,-1.8633,-376.63,6.972148,0.0684,0.984643698,-0.345154315,-1.920489192
T50_3,98.8,incorrect,T50,0,-287.5135,-638.99,-27.892,-117.648,40.308,-0.9064,-180.93,3.887412,0.1783,0.927069485,-0.000323047,-1.883117557
T50_30,98.8,incorrect,T50,0,-565.8692,-1030.77,-56.502,-143.65,48.169,-1.9662,-408.04,7.248665,0.0916,0.908925056,-0.013067725,-1.899552345
T50_300,98.8,incorrect,T50,0,-377.7333,-183.974,-12.63,-98.132,44.604,-1.6991,-304.46,6.033674,0.1106,2.225684643,-0.613404214,-1.899424911
T50_301,98.8,incorrect,T50,0,-544.6662,-993.468,-55.269,-140.801,47.064,-1.9738,-362.42,7.321692,0.0952,1.492810011,0.006626507,-1.910374284
T50_302,98.8,incorrect,T50,0,-409.7356,-231.584,42.187,-89.906,36.114,-1.7068,-336.23,6.109875,0.0693,1.927963018,-0.495406657,-1.891557336
T50_303,98.8,incorrect,T50,0,-413.0003,-691.241,-43.379,-111.201,36.037,-1.8075,-351.11,6.388904,0.0882,2.226576328,-0.628734648,-1.876624823
T50_304,98.8,incorrect,T50,0,-395.7493,-677.918,-45.752,-99.309,21.785,-1.6963,-310.98,5.79354,0.0974,2.14039278,0.006860965,-1.885591269
T50_305,98.8,incorrect,T50,0,-559.8186,-1050.3,-56.356,-142.734,47.949,-1.725,-407.13,7.15859,0.0896,1.157782078,0.005734996,-1.900350213
T50_306,98.8,medium,T50,1,-439.627,-778.489,-48.101,-113.514,40.471,-1.8338,-290.4,6.133193,0.1149,1.956199884,0.120186225,-1.922853231
T50_307,98.8,incorrect,T50,0,-544.0062,-1039.9,-57.22,-129.744,42.417,-1.95,-389.37,7.205134,0.0902,1.358347297,0.005862108,-1.92530036
T50_308,98.8,incorrect,T50,0,-431.9624,-469.233,61.27,-111.991,34.417,-1.7833,-373.75,6.412807,0.0825,2.224030256,-0.748106301,-1.896175623
T50_309,98.8,incorrect,T50,0,-414.9239,-248.636,37.689,-86.678,30.951,-1.7269,-343.56,6.168879,0.0691,2.131566525,-0.487552702,-1.911555409
T50_31,98.8,incorrect,T50,0,-363.3333,-359.477,51.735,-91.11,37.001,-1.7433,-333.03,6.233012,0.1106,2.224082708,-0.659451902,-1.872751713
T50_310,98.8,incorrect,T50,0,-416.9036,-249.805,36.334,-90.474,35.395,-1.7016,-337.7,6.097978,0.0717,2.156659842,-0.493863851,-1.902407408
T50_311,98.8,incorrect,T50,0,-435.9602,-555.033,27.621,-112.448,58.22,-1.8042,-341.76,6.544277,0.0902,2.227666616,-0.576461494,-1.898739338
T50_312,98.8,incorrect,T50,0,-457.3733,-169.379,105.602,-119.951,34.692,-1.9038,-389.85,6.656617,0.0947,1.427273512,0.021587918,-1.908825517
T50_313,98.8,"clashes,incorrect",T50,0,-388.8556,142.397,354.079,-106.863,38.612,-1.8095,-388.63,6.667043,0.0956,2.227395058,-0.635833144,-1.868516326
T50_314,98.8,incorrect,T50,0,-389.1744,-642.998,-24.933,-99.985,33.322,-1.6615,-317.35,5.777132,0.0974,2.307034492,0.006012789,-1.905885816
T50_315,98.8,incorrect,T50,0,-380.9199,-817.943,-52.234,-95.237,41.529,-1.7663,-327.08,5.958626,0.0873,2.086103916,0.011604133,-1.908724904
T50_316,98.8,incorrect,T50,0,-388.5799,-666.214,-44.326,-98.092,27.258,-1.6658,-306.69,5.663842,0.0976,2.052685499,0.0073495,-1.899541974
T50_317,98.8,incorrect,T50,0,-440.8746,-939.766,-47.901,-99.295,68.169,-1.9349,-360.07,6.530176,0.0936,2.037414312,0.022208076,-1.87075901
T50_318,98.8,incorrect,T50,0,-373.073,-679.08,-45.885,-99.664,30.929,-1.7275,-312.63,5.777186,0.0979,2.223372221,-0.563166082,-1.897709012
T50_319,98.8,incorrect,T50,0,-396.1674,-595.125,-3.101,-101.729,36.448,-1.6702,-292.62,6.02873,0.0974,1.838849902,0.013229813,-1.905642271
T50_32,98.8,incorrect,T50,0,-381.8663,1000.22,303.256,-92.231,40.574,-1.8573,-388.04,5.852252,0.104,2.224012613,-0.655625761,-1.902015805
T50_320,98.8,incorrect,T50,0,-427.4722,-331.426,32.86,-93.675,40.748,-1.7631,-358.18,6.285626,0.0711,1.850758076,-0.510543525,-1.878667116
T50_321,98.8,incorrect,T50,0,-414.0018,-630.788,-26.65,-98.92,54.553,-1.6627,-343.1,6.226619,0.1106,2.222655296,-0.687612653,-1.898819923
T50_322,98.8,incorrect,T50,0,-404.9783,-631.514,33.878,-117.233,40.79,-1.8251,-336.57,6.606763,0.0951,2.222534418,-0.693717897,-1.881605983
T50_323,98.8,incorrect,T50,0,-438.8387,22.8315,339.594,-100.732,37.361,-1.7859,-447.62,6.70672,0.0955,1.05683887,0.037743893,-1.914390683
T50_324,98.8,"clashes,incorrect",T50,0,-397.7222,1052.18,337.025,-111.488,28.872,-1.708,-371.21,5.637454,0.0946,2.211766005,-0.712209582,-1.910946965
T50_325,98.8,incorrect,T50,0,-540.1377,-972.367,-55.321,-115.714,46.858,-1.845,-354.3,6.942619,0.0918,0.968318164,0.045256454,-1.922093987
T50_326,98.8,incorrect,T50,0,-431.5706,-352.51,31.979,-97.712,36.875,-1.7616,-348.87,6.302039,0.0687,1.4466362,-0.574751973,-1.904794574
T50_327,98.8,"clashes,incorrect",T50,0,1545.1653,1193.69,413.618,-112.434,55.146,-1.604,-385.34,6.19987,0.0956,2.22105217,-0.660938025,-1.894002914
T50_328,98.8,incorrect,T50,0,-378.3872,-672.333,-45.45,-102.067,20.951,-1.7253,-309.25,5.807228,0.0985,2.177126169,-0.516034126,-1.891965747
T50_329,98.8,incorrect,T50,0,-515.9064,-959.184,-56.056,-133.405,44.96,-1.7698,-345.19,6.713346,0.0932,1.2560606,0.010881851,-1.888113976
T50_33,98.8,incorrect,T50,0,-404.7728,-477.796,60.734,-117.532,35.494,-1.8862,-350.08,6.371841,0.0948,2.183598518,-0.590763748,-1.874209881
T50_330,98.8,incorrect,T50,0,-453.9305,-942.515,-50.984,-91.859,55.824,-1.9049,-416.71,6.823272,0.069,2.122946262,0.023794198,-1.881109595
T50_331,98.8,incorrect,T50,0,-393.362,-669.974,-47.485,-110.609,28.336,-1.8075,-322.94,5.987298,0.0981,2.214361429,-0.573370695,-1.895157456
T50_332,98.8,incorrect,T50,0,-391.7133,-723.752,-46.577,-107.615,29.253,-1.7607,-319.12,6.311732,0.098,2.212363243,-0.571801424,-1.887653351
T50_333,98.8,incorrect,T50,0,-409.2377,-733.252,-17.871,-108.565,44.162,-1.8066,-374.55,6.390185,0.0951,2.226593733,-0.788135111,-1.880296469
T50_334,98.8,acceptable,T50,1,-386.8756,-687.362,-32.2,-111.817,31.087,-1.726,-328.61,6.185005,0.0974,2.192578554,0.531846046,-1.898923755
T50_335,98.8,incorrect,T50,0,-479.696,-383.486,30.808,-125.575,40.709,-1.9042,-351.99,6.839533,0.0706,0.971475244,-0.356923074,-1.886989355
T50_336,98.8,incorrect,T50,0,-393.2755,-672.351,-47.867,-101.203,27.391,-1.6694,-318.24,5.942535,0.096,2.225146055,-0.555243433,-1.908904195
T50_337,98.8,incorrect,T50,0,-545.8581,-1119.88,-58.753,-129.28,46.993,-1.9746,-399.8,7.144919,0.089,1.064607859,0.03244539,-1.907753229
T50_338,98.8,"clashes,incorrect",T50,0,-410.5046,1036.67,526.134,-125.175,33.844,-1.5375,-358.65,5.925952,0.0956,2.224034786,-0.631497383,-1.910250902
T50_339,98.8,incorrect,T50,0,-404.6499,-551.104,-2.043,-121.568,45.849,-1.8261,-341.62,6.233575,0.096,2.221424341,-0.538738072,-1.918339133
T50_34,98.8,incorrect,T50,0,-499.538,-987.765,-54.203,-127.236,45.712,-1.7981,-352.81,6.69485,0.0952,1.411428332,-0.013115077,-1.912576437
T50_340,98.8,incorrect,T50,0,-431.5476,-880.861,-45.126,-107.603,43.199,-1.8204,-327.06,6.432974,0.0916,2.223019838,0.010239014,-1.905285835
T50_341,98.8,incorrect,T50,0,-399.1405,-718.738,-47.249,-109.131,26.342,-1.8211,-321.45,6.048871,0.0958,2.236877918,-0.621659875,-1.900718093
T50_342,98.8,incorrect,T50,0,-354.5393,-261.103,41.778,-92.744,27.453,-1.6663,-282.13,5.663561,0.1122,2.223958492,-0.64265871,-1.894585371
T50_343,98.8,incorrect,T50,0,-393.6184,-743.123,-30.603,-118.991,47.076,-1.8148,-341.16,6.233954,0.0966,2.181068897,-0.533313274,-1.909026027
T50_344,98.8,incorrect,T50,0,-406.4946,-218.255,37.825,-87.45,37.659,-1.7082,-336.19,6.082143,0.0702,1.979301691,-0.55760473,-1.897459626
T50_345,98.8,incorrect,T50,0,-428.8893,-621.844,66.035,-119.429,44.825,-1.7124,-367.38,6.791731,0.0948,2.184216022,-0.560204089,-1.907622695
T50_346,98.8,incorrect,T50,0,-424.0734,-881.152,-42.815,-97.373,61.144,-1.6795,-308.27,6.260081,0.0997,2.125298977,0.01975457,-1.917248487
T50_347,98.8,incorrect,T50,0,-389.3537,-718.017,-45.858,-108.416,30.149,-1.6946,-311.78,6.120565,0.0981,2.156302214,-0.539138913,-1.905186772
T50_348,98.8,"clashes,incorrect",T50,0,-364.9014,-581.95,44.186,-100.38,34.502,-1.6935,-314.58,6.232137,0.0951,2.2356143,-0.650961995,-1.900372028
T50_349,98.8,incorrect,T50,0,-404.9361,-188.204,38.162,-89.342,35.294,-1.7131,-334.02,6.08335,0.0708,1.931404471,-0.545534611,-1.894264102
T50_35,98.8,incorrect,T50,0,-418.2084,-598.215,21.161,-105.573,50.025,-1.917,-388.59,6.703565,0.0736,2.224504232,-0.711560309,-1.902849197
T50_350,98.8,incorrect,T50,0,-540.4331,-1036.76,-55.502,-140.146,48.159,-1.9356,-353.13,7.252158,0.0972,1.320992112,0.005688868,-1.918451667
T50_351,98.8,"clashes,incorrect",T50,0,-353.7435,-111.23,174.485,-106.228,36.991,-1.9601,-337.46,6.286491,0.0951,2.24822855,-0.614183545,-1.90901792
